month,paper_count,mention_count,share_pct,rolling_12m_pct
1980-01-01,268,0,0.0,0.08090614886731391
1980-02-01,126,0,0.0,0.08090614886731391
1980-03-01,162,0,0.0,0.08090614886731391
1980-04-01,87,0,0.0,0.0
1980-05-01,157,0,0.0,0.0
1980-06-01,161,0,0.0,0.0
1980-07-01,65,0,0.0,0.0
1980-08-01,143,0,0.0,0.0
1980-09-01,166,0,0.0,0.0
1980-10-01,106,0,0.0,0.0
1980-11-01,147,0,0.0,0.0
1980-12-01,180,0,0.0,0.0
1981-01-01,266,0,0.0,0.0
1981-02-01,157,0,0.0,0.0
1981-03-01,153,0,0.0,0.0
1981-04-01,87,0,0.0,0.0
1981-05-01,174,0,0.0,0.0
1981-06-01,175,0,0.0,0.0
1981-07-01,75,0,0.0,0.0
1981-08-01,118,0,0.0,0.0
1981-09-01,129,0,0.0,0.0
1981-10-01,76,0,0.0,0.0
1981-11-01,153,0,0.0,0.0
1981-12-01,196,0,0.0,0.0
1982-01-01,350,0,0.0,0.0
1982-02-01,159,0,0.0,0.0
1982-03-01,156,0,0.0,0.0
1982-04-01,81,0,0.0,0.0
1982-05-01,168,0,0.0,0.0
1982-06-01,180,1,0.5555555555555556,0.0462962962962963
1982-07-01,87,0,0.0,0.0462962962962963
1982-08-01,156,0,0.0,0.0462962962962963
1982-09-01,145,0,0.0,0.0462962962962963
